CreatorID,Name,ImageURL,Bio,Date of Birth,Birthplace
193,Ken Lopez,,"Ken Lopez began lettering for Marvel Comics in the 1980s, rapidly rising to prominence for his speed and creativity. In time, he worked with the top names and the top characters at Marvel before adding other companies to his client roster. During the 1990s, Ken was in the forefront of pioneering computer lettering, a skill that landed him a spot as DC in 2004 as Art Director - Lettering. He is currently DC's Cover editor. He continues to create fonts while training others. A life long New York Mets fan, Ken lives in Manhattan.",,
77,Richard Friend,,None entered.,,
67,John Mark Reppion,67_20070404151346_creator.jpg,"John Reppion was born in Liverpool, England in 1978. In 1994, when they were both sixteen, he met Leah Moore, and the two of them were married ten years later, on the 23rd of October 2004. They continue to live in Liverpool, along with their cat Mr. Fluffy. |_| When he was a child, John?s grandfather used to take him to the nearby village of Hale, where he became fascinated by the grave of the village?s legendary giant, John Middleton, reputed to be nine foot three inches tall. This childhood fascination eventually led to John?s first published work, a four-page article in the Fortean Times #187 in August 2004, called The Childe Of Hale. |_| |_| Although John enjoys writing his own articles and short stories, the bulk of his work is done in partnership with his wife Leah. Having kibitzed on some of her early writing, John eventually was co-credited when the pair submitted a proposal to Wildstorm Productions in 2003. This eventually became the six-part series became Wild Girl, with art by Shawn McManus and J. H. Williams III, which was published by Wildstorm between November 2004 and April 2005. |_| |_| Based on Wild Girl, the pair were offered the opportunity to write a new series, Albion, due to debut from Wildstorm in June 2005. This is nothing short of a renaissance of many long-missing and well-loved characters from sixties and seventies British comics, and promises to be one of the most interesting comics to be seen in quite some time. The art is by Shane Oakley and George Freeman, with covers by Dave Gibbons, and is being co-written by Leah Moore and John Reppion, with plotting by Leah's father, Alan Moore. |_| |_| Bio by Anne M Kletcha",11th November 1978,Liverpool
183,Judd Winick,183_20051208220813_creator.jpg,"Judd Winick is a American comic book and comic strip writer/artist famous for his 1994 stint on MTV's The Real World: San Francisco, as well for his work on such comic books as Green Lantern, Green Arrow, and Pedro and Me, his autobiographical graphic novel about his friendship with Real World castmate and AIDS educator Pedro Zamora. In 2001, Winick married his Real World co-star Pam Ling. They had been living as a couple since 1994, and had a baby in May of 2005.","February 12, 1970","Long Island, NY"
230,Mark Bagley,230_20060911213001_creator.jpg,"Has a twin brother, Brian. Served in the US Army from 1975-78 as a Cryptographic Traffic Analyst. |_| Mark Bagley began his career as a technical illustrator for Lockheed. He got into comics by winning the contest in the Marvel Try-Out Book. He was assigned to Marvel's Amazing Spider-Man in 1991, and was a regular artist on the title until 1996. In 2000, he began working on Ultimate Spider-man. Besides Spider-Man, Bagley did the first 25 books of New Warriors. Bagley's other credits include Alias, Fantastic Four, Night Thrasher, Robocop, and Thunderbolts.","August 7th, 1957","Frankfurt, Germany"
985,Nick Cardy,985_20060912061431_creator.jpg,"Nicholas Viscardi worked in the Iger/Eisner studio doing Fight Comics, Jungle Comics, Kaanga Comics for Fiction House. For Will Eisner, Viscardi drew the Lady Luck strip in the Spirit newspaper sections. Many Lady Luck stories by Chuck Mazoujian and Viscardi were credited to Ford Davis, a fictional name. In her article in the Lady Luck volume 2 reprint book, Cat Yronwode noted that somewhere in his stories Viscardi would have a subtle NV. Nick Viscardi was the first artist to draw Senorita Rio, in Fight Comics 19. Viscardi left comics to serve in World War II as a tank driver and was awarded 2 Purple Hearts. |_| |_| In the 1950's, as Nick Cardy, he drew the Tarzan comic strip and later worked for DC National Comics drawing 2 short lived series, The Legends of Daniel Boone and the jungle adventure, Congo Bill and stories for varied titles including House of Mystery and Gang Busters. For Standard Comics, he drew many horror and romance comics. |_| |_| Following those series, Cardy enjoyed a long tenure drawing 40+ issues of Aquaman, where he designed Mera and Ocean Master. With Carmine Infantino becoming publisher of DC Comics, Cardy gained more creative freedom which was most evident on the Aquaman covers. |_| |_| Cardy also handled most of the artwork (drawing and/or inking) for the first 42 issues of the Teen Titans among other comics stories. As the Teen Titans grew into adulthood, Cardy designed Wonder Girl's new look. On the cover of Teen Titans 23, Wonder Girl's sandals and pigtail were replaced by beads, boots and a new hairdo. Back off, tigers!! |_| |_| Along with the Teen Titans, Cardy found time to draw the short lived western series, Bat Lash. Even today, the combination of great stories, beautiful women and cartoonish villains makes Bat Lash a cult favorite. Cardy wrote as well as drew Bat Lash 2. |_| |_| After the Teen Titans, Cardy worked on Marvel Comics' Crazy Magazine and was the primary cover artist for DC from the early to mid 1970's. Cardy drew many, many covers including Superman, Action Comics, The Brave and the Bold, Batman, Flash, Ghosts, Witching Hour, Secret Origins, Jimmy Olsen, World's Finest and the various 100 Page Giant comics. During the late 1960's, Nick helped childhood friend, Al Plastino on the Batman syndicated strip. |_| |_| After finally leaving comics, Cardy moved on to illustrating advertising art and movie posters. Cardy worked on posters for 'Apocalypse Now', 'Movie, Movie', 'California Suite', 'The Street Fighter', 'The Night They Robbed Big Bertha's', and 'Casey's Shadow'. |_| |_| Throughout his comics career, Cardy always handled the penciling and inking of the artwork. This is unique, occasionally during the 1950's and even more in the 1960's, artwork was usually divided between an artist who started the art in pencil and another artist who completed the art in ink. Although his drawing style changed over the years, Cardy consistently delivered artwork featuring great composition, rendering and story telling. Cardy's renditions of gorgeous female characters became one aspect of his still singular drawing style. |_| |_| Cardy was skilled at drawing western, jungle, crime and super-hero adventures as drawing romance, science fiction, humor and horror. Had Cardy been drawing Superman or Batman on a regular basis, he would be widely considered one of the greatest comic artists. In any case, Congo Bill, Aquaman and Teen Titans are some of the most sought after comics series. Although Nick Cardy was not as well known as some of his contemporaries, his artwork is respected and admired by those contemporaries. Cardy's cult following includes many of today's comic writers and artists. Find those Cardy comics and join the club!","October 20th, 1920",
97,Kurt Busiek,97_20060112191505_creator.jpg,"Kurt has won over two dozen industry awards for his work. Among them are multiple Eisner Awards and Harvey Awards for Best Series, Best Single Issue and Best Writer. In 1996, Marvels was named a Best Book for Young Readers by the New York Public Library. |_| |_| Kurt lives in the Pacific Northwest with his wife and two daughters.","September 16, 1960","Boston, Massachusetts"
85,Nicole Wiley,,None entered.,,
6,Leah Moore,6_20051118060015_creator.jpg,"Leah Moore was born in Northampton, England to Alan and Phyllis Moore on the 4th of February, 1978. In 1990, at the age of twelve, she moved to Liverpool, where she met her future husband, John Reppion, just four years later, in 1994. Ten years after that, in October 2004, the two of them were married. |_| Leah?s fascination with literature of all kinds led her to attend the University of Manchester, where she took a degree in Classics and English Literature. After that, her first published work was an 8-page story, ?King Solomon Pines,? with art by Sergio Aragones, in Tom Strong's Terrific Tales #5, in January 2003. This was soon followed by another 8-pager, ?Bad to the Bone,? drawn by Shawn McManus, in Tom Strong #19, in April 2003. After that, and with the encouragement of various people in the comics business, Leah and John Reppion co-write a proposal for a six-part series, which eventually became Wild Girl, with art by Shawn McManus and J. H. Williams III, published by Wildstorm Productions between November 2004 and April 2005. |_| |_| Based on Wild Girl, the pair were offered the opportunity to write a new series, Albion, due to debut from Wildstorm in June 2005. This is nothing short of a renaissance of many long-missing and well-loved characters from sixties and seventies British comics, and promises to be one of the most interesting comics to be seen in quite some time. The art is by Shane Oakley and George Freeman, with covers by Dave Gibbons, and is being co-written by Leah Moore and John Reppion, with plotting by Leah?s father, Alan Moore. |_| |_| As well as all this, Leah does a little illustration, having provided the original design for the cover of the Builth Balkan Crew CD, as well as providing illustrations to accompany some of her husband?s articles. She is also the pubic hair continuity advisor for Alan Moore and Melinda Gebbie?s Lost Girls, and provided articles for two books published in 2003 to mark the 50th birthday of her father. |_| |_| Bio by Anne M Kletcha",4th Februaby 1978,"Northampton, England, U.K."
519,Vincent A. 'Vin' Sullivan,,None entered.,1911,
597,Stuart Moore,,None entered.,,
731,Jesús Saiz,,"Name pronounced approximately 'CHAY-sooss sighs ['ch' pronounced like 'ch' in 'Chanukah', and final letter in Saiz pronounced like 's,' not 'z']'",,
131,Steve Dillon,,None entered.,1962,"Luton, Bedfordshire, England, UK"
34,Kevin Somers,,None entered.,,
98,Stan 'The Man' Lee - 'Stanley Martin Lieber',98_20060311141509_creator.jpg,"Stan Lee (born Stanley Martin Lieber on December 28, 1921) is an American writer, editor, was the Chairman Emeritus of Marvel Comics, and memoirist. Though no longer officially connected to the company, save for the title of 'Chairman Emeritus', Stan Lee remains a visible face in the industry. |_| With several artist co-creators, most notably Jack Kirby and Steve Ditko, he co-created Spider-Man, the Fantastic Four, the X-Men, Hulk, Thor, Iron Man, Daredevil, Doctor Strange, and many other characters, introducing complex, naturalistic characters and a thoroughly shared universe into superhero comic books. He subsequently led the expansion of Marvel Comics from a small publishing house to a large multimedia corporation. |_| |_| Lee was born in New York City, New York, in the apartment of his Romanian-born Jewish immigrant parents, Celia (Solomon) and Jack Lieber. His father, trained as a dress cutter, worked only sporadically after the Great Depression, and the family moved further uptown to the cheaper Manhattan neighborhood of Washington Heights. When Lee was nine, his only sibling, brother Larry Lieber, was born. |_| |_| Lee attended DeWitt Clinton High School in The Bronx, where his family had moved next. A voracious reader who enjoyed writing as a teen, he worked such part-time jobs as writing obituaries for a news service and press releases for the National Tuberculosis Center; delivering sandwiches for the Jack May pharmacy to offices in Rockefeller Center; working as an office boy for a trouser manufacturer; ushering at the Rivoli Theater on Broadway; and selling subscriptions to the New York Herald Tribune newspaper. He graduated high school early, at age 16ï¿½ in 1939, and joined the WPA Federal Theatre Project. |_| |_| With the help of his uncle, Robbie Solomon, the brother-in-law of pulp magazine and comic-book publisher Martin Goodman, Lee became an assistant at the new Timely Comics division of Goodman's company. Timely, by the 1960s, would evolve into Marvel Comics. Lee, whose cousin Jean was Goodman's wife, was formally hired by Timely editor Joe Simon. |_| |_| Young Stanley Lieber's first published work, the text filler 'Captain America Foils the Traitor's Revenge' in Captain America Comics #3 (May 1941), used the pseudonym 'Stan Lee', which years later he would adopt as his legal name. Lee later explained in his autobiography and numerous other sources that he had intended to save his given name for more literary work. This initial story also introduced Captain America's trademark ricocheting shield-toss, which immediately became one of the character's signatures. |_| |_| He graduated from writing filler to actual comics with a backup feature, 'Headline' Hunter, Foreign Correspondent', two issues later. Lee's first superhero co-creation was the Destroyer, in Mystic Comics #6 (Aug. 1941). Other characters he created during this period fans and historians call the Golden Age of comics include Jack Frost, debuting in USA Comics #1 (Aug. 1941), and Father Time, debuting in Captain America Comics #6 (Aug. 1941). |_| |_| When Simon and his creative partner Jack Kirby left late in 1941, following a dispute with Goodman, the 30-year-old publisher installed Lee, just under 19 years old, as interim editor. The youngster showed a knack for the business that led him to remain as the comic-book division's editor-in-chief, as well as art director for much of that time, until 1972, when he would succeed Goodman as publisher. |_| |_| Lee entered the U.S. Army in early 1942 and served stateside in the Signal Corps, writing manuals, training films, and slogans, and occasionally cartooning. His military classification, he says, was 'playwright'; he adds that only nine men in the U.S. Army were given that title. Vincent Fago, editor of Timely's 'animation comics' section, which put out humor and funny animal comics, filled in until Lee returned from his World War II military service in 1945. |_| |_| In the mid-1950s, by which time the company was now generally known as Atlas Comics, a so-called 'decency campaign' led by psychiatrist Dr. Fredric Wertham and Senator Estes Kefauver blamed comic books for corrupting young readers with images of violence and sexuality. Comic-book companies responded by implementing strict internal regulations, and eventually adopted the stringent Comics Code. |_| During this period, Lee wrote comics in various genres including romance, Westerns, humor, science fiction, medieval adventure, horror and suspense. By the end of the decade, Lee, by now living with his family in Hewlett Harbor, New York, on Long Island, had become dissatisfied with his career and considered quitting the field. |_| |_| |_| In the late 1950s, DC Comics editor Julius Schwartz revived the superhero genre and experienced a significant success with its updated version of the Flash, and later with super-team the Justice League of America. In response, publisher Martin Goodman assigned Lee to create a new superhero team. Lee's wife urged him to experiment with stories he preferred, since he was planning on changing careers and had nothing to lose. Jack Kirby also suggested creating heroes with flaws, ones whose superpowers would not enable them to overcome personal problems such as relationships and money. |_| Lee acted on that advice, giving his superheroes a flawed humanity, a change from the ideal archetypes that were typically written for pre-teens. His heroes could have bad tempers, melancholy fits, vanity, greed, etc. They bickered amongst themselves, worried about paying their bills and impressing girlfriends, and even were sometimes physically ill. Before him, most superheroes were idealistically perfect people with no serious, lasting problems: Superman was so powerful that nobody could harm him, and Batman was a billionaire in his secret identity. |_| Lee's superheroes captured the imagination of teens and young adults who were part of the population spike known as the post World War II baby boom. Sales soared and Lee realized that he could have a meaningful and successful career in the medium after all. |_| |_| The first superhero group Lee and artist Jack Kirby created was the family the Fantastic Four. Its immediate popularity led Lee and Marvel's illustrators to produce a cavalcade of new titles. With Kirby, Lee created the Incredible Hulk, Iron Man, the Mighty Thor and the X-Men; with Bill Everett, Daredevil; and with Steve Ditko, Doctor Strange and Marvel's most successful character, Spider-Man. He is also credited along with Kirby with the creation of the Silver Surfer. |_| Stan Lee's Marvel revolution extended beyond the characters and storylines to the way in which comic books engaged the readership and built a sense of community between fans and creators. Lee introduced the practice of including a credit panel on the splash page of each story, naming not just the writer and penciller but also the inker and letterer. Regular news about Marvel staff members and upcoming storylines was presented on the Bullpen Bulletins page, which (like the letter columns that appeared in each title) was written in a friendly, chatty style. |_| Throughout the 1960s, Lee scripted, art-directed, and edited most of Marvel's series; moderated the letters pages; wrote a monthly column called 'Stan's Soapbox'; and wrote endless promotional copy, often signing off with his trademark phrase, 'Excelsior!' (which is also the New York state motto). To maintain his taxing workload yet still meet deadlines, he used a system that was used previously by various comic-book studios, but due to Lee's success with it, became known as the 'Marvel Method' or 'Marvel style' of comic-book creation. Typically, Lee would brainstorm a story with the artist and then prepare a brief synopsis rather than a full script. Based on the synopsis, the artist would fill the allotted number of pages by determining and drawing the panel-to-panel storytelling. After the artist turned in penciled pages, Lee would write the word balloons and captions, and then oversee the lettering and coloring. In effect, the artists were co-plotters, whose collaborative first drafts Lee built upon. |_| |_| Because of this system, the exact division of creative credits on Lee's comics has been disputed, especially in cases of comics drawn by Kirby and Ditko. Although Lee has always effusively praised the Marvel artists, some historians argue that their contribution was greater than for which they are given credit. The dispute with Ditko over Spider-Man has sometimes been acrimonious, although he and Lee are formally credited as co-creators in the credits of the 2000s Spider-Man films. |_| |_| In 1971, Lee indirectly reformed the Comics Code. The US Department of Health, Education and Welfare asked Lee to write a story about the dangers of drugs and Lee wrote a story in which Spider-Man's best friend becomes addicted to pills. The three-part story was slated to be published in Amazing Spider-Man #96-98, but the Comics Code Authority refused it because it depicted drug use; the story context was considered irrelevant. With his publisher's approval, Lee published the comics without the CCA seal. The comics sold well and Marvel won praise for its socially conscious efforts. The CCA subsequently loosened the Code to permit negative depictions of drugs, among other new freedoms. |_| |_| Lee also supported using comic books to provide some measure of social commentary about the real world, often dealing with racism and bigotry. 'Stan's Soapbox,' besides promoting an upcoming comic book project, also addressed issues of discrimination, intolerance or prejudice. In addition, Lee took to using sophisticated vocabulary for the stories' dialogue to encourage readers to learn new words. Lee has justified this by saying 'If a kid has to go to a dictionary, that's not the worst thing that could happen.' |_| |_| In later years, Lee became a figurehead and public face for Marvel Comics. He made appearances at comic book conventions around America, lecturing at colleges and participating in panel discussions. He moved to California in 1981 to develop Marvel's TV and movie properties. He has been an executive producer for, and has made cameo appearances in Marvel film adaptations and other movies. |_| |_| Lee was befriended by a former lawyer named Peter Paul, who supervised the negotiation of a non-exclusive contract with Marvel Comics for the first time in Lee's lifetime employment with Marvel. This enabled Paul and Lee to start a new Internet-based superhero creation, production and marketing studio, Stan Lee Media, in 1998. It grew to 165 people and went public, but near the end of 2000, investigators discovered illegal stock manipulation by Paul and corporate officer Stephan Gordon. Stan Lee Media filed for bankruptcy in February 2001, and Paul fled to Sï¿½o Paulo, Brazil. He was extradited back to the U.S., and pled guilty to violating SEC Rule 10b-5 in connection with trading of his stock in Stan Lee Media. Lee was never implicated in the scheme. |_| |_| Lee created the risquï¿½ animated superhero series Stripperella for Spike TV. In 2004, he announced plans to collaborate with Hugh Hefner on a similar superhero cartoon featuring Playboy Playmates. He also announced a superhero program that would feature Ringo Starr, the former Beatle, as the lead character.  Additionally, in August of that year, Lee announced the launch of Stan Lee's Sunday Comics, hosted by Komikwerks.com, where monthly subscribers could read a new, updated comic and 'Stan's Soapbox' every Sunday. The column has not been updated since Feb. 15, 2005. |_| |_| In 2005, Lee, Gill Champion and Arthur Lieberman formed POW! (Purveyors of Wonder) Entertainment to develop film, television and video game properties. The first film produced by POW! was the TV movie Lightspeed (also advertised as Stan Lee's Lightspeed), which aired on the Sci Fi Channel on July 26, 2006. POW! president and CEO Champion said in 2005 that Lee was creating a new superhero, Foreverman, for a Paramount Pictures movie, in tandem with producer Robert Evans and Idiom Films, with Peter Briggs hired to collaborate with Lee on the screenplay. |_| |_| Lee in 2005 filed a lawsuit against Marvel for his unpaid share of profits from Marvel movies, winning a settlement of more than $10 million. |_| |_| Marvel, in 2006, commemorated Lee's 65 years with the company by publishing a series of one-shot comics starring Lee himself meeting and interacting with many of his creations, including Spider-Man, Dr. Strange, The Thing, Silver Surfer and Dr. Doom. These comics also featured short pieces by such comics creators as Joss Whedon and Fred Hembeck, as well as reprints of classic Lee-written adventures. |_| |_| In 2007, POW! Entertainment started a series of direct-to-DVD animated films under the Stan Lee Presents banner. Each film focuses on a new superhero, created by Stan Lee for the series. The first two releases were Mosaic and The Condor. |_| In June 2007, Walt Disney Studios entered into an exclusive multi-year first look deal with Stan Lee and POW! Entertainment. 'It's like the realization of a dream. Ever since I was a young boy, Disney represented the best and most exciting film fare to me. ... I look forward with indescribable enthusiasm to being a part of that world and contributing whatever I can to keep the legend alive and growing,' said Lee.","December 28th, 1921","New York City, New York, USA"
35,Ben Templesmith,35_20120104122941_creator.jpg,"Ben Templesmith (b. 7 March 1978) is an Australian commercial artist best known for his work in the American comic book industry - in particular the Eisner-nominated FELL with Warren Ellis. He has also done book covers, movie posters, trading cards, and concept work for film. |_| |_| As a creator, his most notable works have been 30 Days of Night (which spawned a major motion picture) and Fell. His other projects include the critically acclaimed serial Wormwood: Gentleman Corpse, as well as Welcome to Hoxford, and Singularity 7, all of which he also wrote. |_| |_| He has also worked on the Star Wars, Doctor Who, GI Joe, Army of Darkness, Silent Hill and Buffy: The Vampire Slayer properties and produces art and design for music bands, dvds, toys, and film concept work. |_| |_| Ben splits his time between New York City and Chicago with frequent trips all over the world for conventions and festivals. |_| |_| Reach him by email: bentemplesmith@gmail.com |_| |_| Film/TV/Media Agent: Angela Cheng Caplan angela@chengcaplanco.com",7th March 1978,"Perth, Australia"
176,Will Dennis,,None entered.,,
7,Jim Lee,7_20050924222652_creator.jpg,"Jim Lee (born August 11, 1964) is a Korean American comic book artist and publisher. He is known for his stylized, detailed and dynamic style. Some have called his work bombastic, but he remains one of the more popular artists in American comics. Lee was born in Seoul, South Korea, but grew up in the United States. Lee attended Princeton University and majored in psychology with the intention of becoming a medical doctor and graduated in 1986, but decided to pursue a career in comic book illustration instead. |_| |_| After inking one title (the book was Samurai Santa #1 and he only inked the cover) for a small, independent publisher, Lee found success at the largest North American comics publisher, Marvel Comics, as a penciller. His early Marvel work included Alpha Flight and Punisher War Journal. |_| |_| In 1989, he filled in for regular illustrator Marc Silvestri on Uncanny X-Men #248 and did another guest stint on issues 256 through 258. Lee became the series' regular penciller when Silvestri left in 1990. During his stint on Uncanny X-Men, Lee first worked with inker Scott Williams, who would become a long-time collaborator. |_| |_| Lee’s artwork quickly gained popularity in the eyes of enthusiastic fans, which allowed him to gain greater creative control of the franchise. In 1991, Lee helped launch a second X-Men series simply called X-Men, not only as the artist, but also as co-writer with long-time X-Men scribe Chris Claremont. Lee also designed new uniforms for characters such as Cyclops, Gambit, Jean Grey, Rogue, Psylocke and Storm, creating the images that an entire generation of X-Men readers would associate with the characters. X-Men #1 still is the best-selling comic book of all-time with sales of 8 million copies of the first issue, although multiple purchases of variant covers illustrated by Lee accounted for part of the sales frenzy. |_| |_| However, Lee ran into some creative hurdles. Claremont found it harder to work with Lee as their vision of the characters and storylines diverged. There was a prolonged power struggle over the future of the X-Men and in the end, Marvel X-Men editor Bob Harras favored the widly popular Lee, causing Claremont to depart the new X-Men series with issue 3. Despite this, Claremont and Lee later reunited on various projects and are reportedly on friendly terms. Claremont and Lee even engaged in a mutual interview for Wizard magazine in 1995. |_| |_| In 1992, Lee was one of seven artists who broke away from Marvel to form Image Comics. Lee's group of titles was christened Wildstorm Productions and published books such as Gen 13, Stormwatch, and Lee's pet title WildC.A.T.s, which was adapted into a short-lived cartoon series. Like most Image properties, these series were criticized for high levels of violence (although they were no more violent than the usual Marvel or DC comic at the time), excessive sexual references, and for emphasizing flashy art over storytelling. Despite such claims, Lee's stable of titles sold incredibly well, often exceeding a million copies per month in the early going, charting new highs in sales from an independent publisher. |_| |_| Lee and Rob Liefeld, another Marvel-illustator-turned-Image-founder, returned to Marvel in 1996 to participate in a reboot of several classic characters; the project was known as Heroes Reborn. While Liefeld reworked Captain America and The Avengers, Lee plotted Iron Man and wrote and illustrated The Fantastic Four. Lee managed to catapult Fantastic Four and Iron Man to the top of the sales charts, although fan reaction to this revamp of such well-known characters was mixed. Halfway through the project, Liefeld was fired from the project (poor sales - relative to Lee's output - were cited) and Lee's studio finished all four series. At the end of the one-year deal, Lee and Marvel agreed to hand the books over to other creators. |_| |_| Lee then concentrated in the Wildstorm line, attempting to break away from the stereotype of Image comics as all style and no substance by publishing critically acclaimed series' The Authority and Planetary. In publishing Alan Moore's America's Best Comics line, Wildstorm brought arguably the medium's most critically acclaimed writer back into mainstream publishing after almost a decade of independent work. Lee himself illustrated an original mini-series called Divine Right, in which an internet slacker inadvertently manages to download the secrets of the universe, and is thrown into a wild fantasy world. |_| |_| In late 1998, however, Lee left Image Comics and sold Wildstorm to DC Comics. Lee's career as a publisher had mostly precluded art jobs and he desired to return to his roots as an illustrator. In 2003 he collaborated on a 12 issue run on Batman with writer Jeph Loeb that became a runaway sales success (See Batman: Hush). This was followed by a year's stint on Superman, with writer Brian Azzarello. In 2005, Lee teamed with Frank Miller on the new series All Star Batman and Robin, the Boy Wonder. |_| |_| Lee continues to run the company he founded, working side by side with new artists. Notable former WildStorm artists include J. Scott Campbell and Travis Charest. In July 2006, Jim Lee will return to WildC.A.T.s with Grant Morrison as the writer. Lee plans to pencil both WildC.A.T.s and All Star Batman and Robin, completed an issue of each every 6 weeks, as Lee claims he will not leave the Batman title until Frank Miller has finished his story.","August 11, 1964","Seoul, South Korea"
263,"Jeremy P. Roberts - 'J Roberts, JPR'",,None entered.,,
66,Arthur  Edward 'Art' Thibert,,None entered.,,
779,Geofrey ''Geof'' Darrow,779_20060908151101_creator.jpg,None entered.,,
38,Brian Reber,,None entered.,07/10/1975,"Mobile, Alabama"
22020,Jason P. Martin,22020_20090922010819_creator.jpg,"Inker for Marvel, DC, Wildstorm and Dark Horse.",,
5,Brian Michael Bendis,5_20051113042457_creator.jpg,None entered.,"August 18, 1967","Cleveland, Ohio"
18,Ken Bruzenak,,None entered.,,
228,Cliff Rathburn,,None entered.,,
229,Bill Crabtree,,None entered.,,
1858,Cory Sedlmeier,,None entered.,,
178,Shawn C. Martinbrough,,None entered.,,
184,Doug Mahnke,184_20060908155507_creator.jpg,None entered.,,
691,Keith P. Aiken,,None entered.,,
23,Wade von Grawbadger,,None entered.,,
258,Paul Mounts,,"Paul Mounts is an artist who has worked as a colorist in the comics industry, on comics including Fantastic Four, Friendly Neighborhood Spider-Man and Ultimates. He currently resides in Illinois. |_| |_| Paul was one of Marvels most prolific trading card art colorist in the early 90's. He worked on some of the most historic Marvel sets, including Marvel Universe Series 1-4, X-Men Series 1-2, Spider-Man and multitude of others. At the same time Paul colored a large amount of Marvel's posters, Toy Biz action figure package art and promotional work.",,
236,Joseph Michael Straczynski Sr. - 'JMS',236_20061128093814_creator.jpg,"Straczynski (pronounced approximately 'stra-CHIN-skee') is a graduate of San Diego State University, having earned Bachelor's degrees in psychology and sociology (with minors in philosophy and literature). While at SDSU, he wrote prolifically for the student newspaper, at times penning so many articles that the paper was jokingly referred to as the 'Daily Joe.' Straczynski currently resides in the Los Angeles area. |_| |_| Joseph Michael Straczynski is an award-winning American writer/producer of television series, novels, short stories, comic books, and radio dramas. He is also a playwright, journalist and author of a well-regarded tome on scriptwriting. He was the creator, executive producer and head writer for the science fiction TV series Babylon 5 and its spin-off Crusade. Straczynski wrote most of the Babylon 5 episodes, notably an unbroken 59-episode run including all of the third and fourth seasons. |_| |_| He is also a participant in Usenet and other early computer networks, interacting with fans through various online forums (including GEnie, CompuServe, and America Online) since 1985. |_| |_| He wrote some animated TV series like He-Man and the Masters of the Universe, Additionally, Straczynski was involved in She-Ra: Princess of Power, Jayce and the Wheeled Warriors Murder.","July 17th, 1964","Paterson, New Jersey"
189,Jimmy Palmiotti,189_20051220144541_creator.jpg,"James 'Jimmy' Palmiotti is an Italian-American writer and artist of various comics. He has extensive writing and inking credits , and is widely regarded as one of the industry's best creators; he has often inked the work of his friend and collaborator Joe Quesada, notably on Ash (which they co-created, along with Painkiller Jane) and Daredevil (esp. the 'Guardian Devil' arc penned by Kevin Smith). His most recent inking credit was on the current series of Teen Titans. |_| Palmiotti and Quesada were the creators behind the Marvel Knights line. Marvel handed four titles (Black Panther, Daredevil, The Punisher and The Inhumans) over to the creative control of Palmiotti and Quesada who put together creative teams that produced legendary runs like Daredevil by Kevin Smith and Joe Quesada and Christopher Preist's run on Black Panther. |_| As a writer, Palmiotti is known for Painkiller Jane, Jonah Hex, Hawkman and The Monolith for DC Comics, as well as 21 Down, The Resistence and The Twilight Experiment for their Wildstorm imprint (often in tandem with fellow writer Justin Gray). He has also written for videogames, notably The Punisher, which he co-wrote with current Punisher scripter Garth Ennis. A Palmiotti/Ennis-scripted Ghost Rider videogame is also by them that ties in with the upcoming movie starring Nicholas Cage. |_| Other writing gigs are, with Justin Gray, Speed Racer for Lions Gate, Deadspace for Starz and EA games and he has written and overseen episodes of Painkiller Jane for the Sci fi channel. |_| Palmiotti is married to another comics artist, Amanda Conner.",8/14/61,"Brooklyn, New York"
276,Philip Craig Russell - 'P. Craig Russell',276_20161105124311_creator.jpg,None entered.,,
2696,Jay Leisten,,None entered.,"January 19th, 1976","Louisville, Kentucky, USA"
93,Brian Smith,,None entered.,,
443,Bob Smith,443_20091123104219_signature.jpg,None entered.,"November 18, 1951","Aberdeen, Washington"
59,Harvey Richards,,None entered.,,
1145,Dick Dillin,,None entered.,17 December 1929,"Watertown, New York"
10,James Dale Robinson,10_20080802001226_creator.jpg,"James Dale Robinson, usually referred to as just 'James Robinson', is a British writer of comic books and screenplays and known for his interest in old collectibles and memorabilia. His most famous work is Starman, where he took a fairly obscure character and revitalized him to considerable critical acclaim. In 1997, Robinson's work on the title garnered him an Eisner Award, for the Best Serialized Story. |_| |_| He is also famous for his comic The Golden Age, which, despite being outside the normal DC universe continuity as an Elseworlds story, still established much of the backstory he would later use in Starman. He has also written the Batman book Legends of the Dark Knight, JSA, Hawkman, and his own creation Leave it to Chance, for which Robinson won two more Eisner Awards in 1997, for Best New Series and Best Title for Younger Readers. |_| |_| In addition to his work in comics, Robinson wrote the screenplay for the 2003 movie version of The League of Extraordinary Gentlemen. This caused some controversy among fans of the original work, many of whom were disappointed that an established comics writer's take on Alan Moore's and Kevin O'Neill's series took so many liberties with and considerably changed the tone of the source material.","April 1, 1963","Manchester, England, UK"
227,Robert Kirkman,227_20051115150313_creator.jpg,"Robert Kirkman's first comic books were self-published under his own Funk-o-Tron label.  Along with childhood friend Tony Moore, Kirkman created Battle Pope which was published in late 2001.  Battle Pope ran for over 2 years along with other Funk-o-Tron published books such as InkPunks and Double Take. |_| |_| In July of 2002, Robert's first work for another company began, with a 4-part SuperPatriot series for Image, along with Battle Pope backup story artist Cory Walker.  Robert's creator-owned projects followed shortly thereafter, including Tech Jacket, Invincible and Walking Dead.",,United States
543,David Baron,,None entered.,,
