CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
3418,"Agent Morgan",,,,"None entered.",,0
3520,"Jennifer Morgan",,3520_20081007210808_char.jpg,,"None entered.",,0
3521,"El Muerto (DC)","Pablo Valdez",3521_20070926121332_char.jpg,"Supernatural powers: impervious, undead","None entered.",,0
3522,"Rex the Wonder Dog",Rex,3522_20080420131005_char.jpg,,"None entered.",,0
3526,"Witchfire (DC)","Rebecca Carstairs",3526_20080626191705_char.jpg,,"None entered.",,0
3527,"Janissary (DC) (02 - Selma Tolon)","Selma Tolon",3527_20061116193550_char.jpg,"The scimitar that Selma carries is the source of her powers. The spell book she carries, Merlin's Book of Eternity, enables her to do magic.","Selma Tolon, a Turkish national who earned her medical qualification in America, was working with the Red Crescent during earthquake relief when an aftershock threw her into an underground cavern. Here she discovered the mystical scimitar of Suleiman the Magnificent and a book of spells used by the wizard Merlin. She uses these to defend her native country, and to be an example and role model for other Islamic women. She has not yet totally mastered the use of the spell book, but has already gained the respect of the JLA, and was one of the heroines called in by Wonder Woman to help against Circe's recent attack on New York.",,0
3528,"Fred (DC)(Ghost Patrol)",Fred,,,"None entered.",,0
3529,"Pedro (DC) (Ghost Patrol)",Pedro,,,"None entered.",,0
3530,"Slim (DC)(Ghost Patrol)",Slim,,,"None entered.",,0
3537,"Vigilante (DC)(02 - Adrian Chase)","Adrian Chase.",3537_20070801232400_char.jpg,,"None entered.",,0
3700,"Larry Lance",,,,"Private Detective, Married Dinah Drake, Black Canary I",,0
3880,Boodikka,Boodikka,3880_20110324070834_char.jpg,"Two Green Lantern rings. Manhunter countermeasures and technology.","Home world: Bellatrix. Sector: 1414. Sister to Green Lantern Zale. At three centuries of age, the warrior Boodikka of the planet Bellatrix was originally recruited by the sphere-like Chaselon of Barrio III to join the then-reconstituted Green Lantern Corps. Boodikka was part of a group of warrior women called the Bellatrix Bombers before becoming a Green Lantern. She was one of the Green Lanterns the Guardians chose to stop Hal Jordan as he rampaged through the galaxy possessed by Parallax. She lost a hand in that battle, and was left for dead floating in space. She was recently found in stasis alongside the other \"lost Lanterns\"" on the Manhunter homeworld of Biot. Because of her gruff and uninquisitive nature",,0
3881,Kreon,Kreon,3881_20090720193635_char.jpg,"An Oan Power Ring.","Home world Tebis Sector unknown.",,0
3882,Ke'Haan,Ke'Haan,3882_20150611074845_char.jpg,"An Oan Power Ring.","Home world: Varva. Sector: unknown. Killed by Anti-Monitor in Green Lantern (2005) # 23.",,0
3883,Laira,"Laira Omoto",3883_20080428193233_char.jpg,"An Oan Power Ring.","Home world Jayd Sector 112.",,0
3884,"Graf Toren",,3884_20150611075409_char.jpg,"An Oan Power Ring.","Home world Karax Sector unknown.",,0
3885,Hannu,Hannu,3885_20150611050551_char.jpg,"An Oan Power Ring.","Home Planet: Ovacron Six Sector: 2 Hannu prefers to use his own strength over the powers of his ring.   The use of weapons by warriors is discouraged on his home planet. Hannu is one of the long Lost Lanterns finally rescued from the Manhunters.",,0
4073,"Black Bison","John Ravenhair",4073_20070816100357_char.jpg,,"None entered.",,0
4091,"Zaora (Pocket Universe)",,,,"None entered.",,0
4110,"Paul Gambi",,4110_20100310031836_char.jpg,,"Tailor for the Flash Rogues. He has a brother who was a former hitman but has since turned from crime and designed the costume for Black Lightning.",,0
4228,"Jester (DC)(01 - Charles Lane)","Charles Lane",4228_20070109144352_char.jpg,"An Olympic level athlete and acrobat, and a brilliant hand-to-hand combatant. One of his greatest assets in combat was his unpredictability and his manic appearance. The Jester also had superior detective skills.","In 1941, during a time when, as he once put it himself, \"everyone with a gimmick was slipping into bright long johns\""",,0
4599,"Kristopher Roderic",,,,"None entered.",,0
4610,"June Moone",,,,"None entered.",,0
4669,"Claw (DC) (01 - The Unconquered)","Valcan Scaramax",4669_20100722095419_char.jpg,,"None entered.",,0
4802,"Jim Jordan",,4802_20150612054617_char.jpg,,"Brother of Hal Jordan.",,0
4803,"Howard Jordan",,4803_20150612055415_char.jpg,,"Nephew of Hal Jordan, Son of Jim Jordan.",,0
4951,Tomar-Tu,"Tomar Tu",4951_20160403173059_char.jpg,,"Tomar-Tu was recruited by Hal Jordan during his stay on the Mosaic world. He was one of primary defenders of Oa when Jordan attacked the Guardians of the Universe. During the battle he was defeated and left for dead. He has recently been discovered alive but held captive by the Manhunters. Tomar-Tu shares a name and home planet with the former Corps member Tomar Re. Recently resurrected... somehow... (how remains to be seen)",,0
4964,"Shark (DC)(02 - Green Lantern villain)",,4964_20130415034417_char.jpg,"Various mental powers","Years ago, the radiation of an atomic pile transformed a tiger shark into a humanoid shark creature with vast mental powers. The powerful but bloodthirsty being became a threat to humanity, battling Green Lantern Hal Jordan, Superman, the JLA, and others over the years. In disguise of an Atlantean called Karshon, he usurped the throne of Poseidonis before being defeated by Aquaman. During the so-called Crisis, Guy Gardner recruited the Shark and other villains to fight the armies of Qward. However, the Shark soon returned to his villainous ways, fighting Jordan, Black Condor (II), and Aquaman again. When last seen, the Shark had once again devolved into a normal tiger shark, due to the telepathic powers of Aquaman.",,0
5224,"Sonar (DC)(01 - Bito Wladon)","Bito Wladon",5224_20071116080409_char.jpg,,"From the country of Modora.",,0
5584,"Jessica Midnight",,5584_20080503175653_char.jpg,,"None entered.",,0
5962,"Sensei (01 - League of Assassins)",,5962_20061214013205_char.jpg,"Master martial artist.","Ra's al Ghul may have founded the League of Assassins, but he would leave much of its affairs in the hands of Professor Ebeneezer Darrk and his second in command: the Sensei, an aged martial arts master from Hong Kong. After earning Ra's enmity (for reasons unknown) Daark died during a plot to kidnap Talia al Ghul which was foiled by The Batman. The Sensei was put in charge of the League afterwards, however he would prove just as disloyal as his predecessor, and The Sensei would eventually struggle with Ra's al Ghul for the control of the organization. For a time, the Sensei was possessed by the spirit called Jonah, who in Sensei's body was responsible for the murder of Boston Brand, who became Deadman after his death. After a struggle with Deadman and Rama Kushna, Jonah was destroyed and the Sensei resumed control of his body. For a brief time, the Sensei assumed leadership of the League of Assassins. By this stage The Sensei was clearly insane (if he had not been before) with no goals other than to raise assassination to an artform. Among other crimes he used Bronze Tiger, the brainwashed partner of Richard Dragon, to carry out a number of assassinations. Most notably used The Bronze Tiger to occupy Batman in battle, while other assassins killed Batman's friend Kathy Kane. He next attempted to kill a number of dignitiaries by having the League plant explosives along a fault line, stating that using a force of nature to carry out an assassination would be his greatest work of art. Although Batman arrived in time to rescue the deligates, he was unable to stop the earthquake. With no time to pursue The Sensei himself, Batman was forced to allow Ra's al Ghul to go after the assassin. Sensei then engaged himself in a fight to the death with Ra's al Ghul, during which both of them were swallowed by the earthquake. Ra's lived thanks to his rejuvenating Lazarus Pit. The Sensei, however, did not survive.",,0
5997,"Valda the Iron Maiden",,5997_20070222201937_char.jpg,,"None entered.",,0
6171,"Andrew Bennett",,6171_20071107105015_char.jpg,"Andrew Bennett has the powers of a vampire. He can transform into mist, a bat, and a wolf and he has superior strength far beyond that of a normal man. He also possesses immortality, the ability to turn others into vampires, a Healing Factor, and limited ","In 1591, after being turned into a vampire himself, Lord Andrew Bennett turned his lover, Mary Seward, into a vampire, and she became corrupted by the power. She took the name Mary, Queen of Blood and created a group of vampires called The Blood Red Moon bent on taking over the world. Bennett tried to undo his mistake and take down Mary and The Blood Red Moon.  He was helped by his two companions Deborah Dancer and Dmitri Mishkin. To try and keep his humanity, Bennett made a vow to only drink the blood of animals and bottled human blood.","Can be killed temporarily by sunlight (but always reconstitutes) silver, and crucifixes, and he is cursed to drink the blood of the living.",0
6986,"Jonah (Earth-1)",Jonah,,,"None entered.",,0
7632,"Mister 104","John Dubrovny",,"Mr. 104 has total control over almost the etnire range of the periodic chart of elements.  He can physically turn into any one of the elements, or a combination of several, to create various weapons and traps, retaining total control over the trasmuted mo","None entered.",,0
7635,"Overthrow (DC)","Arnold Beck",7635_20110904164840_char.jpg,"Overthrow wears a stylized cesta on his left hand, which is based on the curved wicker basket used in the sport of jai alai.  Unlike the true cesta, which is designed to catch and hurl a hard rubber ball, Overthrow's own metallic cesta generates glowing b","Arnold Beck was an embittered employee let go from Kord Omniversal (the corporation run by Ted Kord, the Blue Beetle) who came to believe that he was just a victim of the machinations of the military-industrial complex, of which Kord's company was a prime element. He acquired a power-suit of armor, and a stylized weapon resembling a cesta-punta used in the game of jai alai which hurled explosives, and set about to demolish Kord's main facilities; this naturally brought him into conflict with the Blue Beetle, who handily defeated him. During the Millennium Affair, which saw a Guardian of the Universe and a Zamaron journey to Earth to help ten human beings become agents of evolutionary change, the intergalactic group known as the Manhunters threw all of its efforts into ending their program and neutralizing Earth's heroes from providing any assistance. Dozens of heroes found themselves confronted by loved ones, friends, employees, and allies who revealed themselves to be secret Manhunters who had reported back to their superiors over the years on their target's activities. Unusually, no such act of betrayal had struck the Blue Beetle, and he began to vigorously seek out just who \"his\"" Manhunter might be. He at first suspected that a corrupt Hub City police captain who had been blackmailing him with the knowledge of his secret identity was the Manhunter assigned to him",,0
7728,"Cassandra 'Cassie' Eleanor Lang (Marvel)",,7728_20080320221410_char.jpg,,"Cassie Lang is the daughter of Peggy Lang and Scott Lang, the second Ant-man .  Following her parents divorce and her father's death, she sought out Scott's spare uniforms and equipment.  In so doing, she encountered the newly-formed Young Avengers, and discovered that her secret, self-inflicted exposure to Pym Particles had given her the power to grow and shrink at will, she quickly joined the Young Avengers and became Stature .",,0
7831,"Prankster (DC) (02 - post-Crisis)","Oswald Hubert Loomis",7831_20070324102228_char.jpg,"The Prankster has no super-powers and is a poor hand-to-hand combatant.  He uses trick devices (like fake flowers that spray liquid), often retooled to be dangerous, as weapons.","None entered.",,0
7843,"Wildebeest (DC)(01)",,7843_20090901042102_char.jpg,"Wildebeest wore an exosuit that amplified his sterngth, agility, and leaping ability to superhuman levels.  Wildebeest's photosensors in his eye maks preveted Jericho from taking mental possession of him. Wildebeest was an excellent hand-to-hand combatant","None entered.",,0
7850,"Asgardian (Marvel)","William Kaplan",7850_20070813220104_char.jpg,"As Wiccan, Billy Kaplan possesses a spellcasting talent that may or may not be related to a reality warping power. While patterning himself after Thor in the guise of Asgardian, Billy limited himself entirely to flight and lightning based spells. Also he ","Billy Kaplan is the eldest of three sons born to Reform Jews Jeff Kaplan (a cardiologist ) and Rebecca Kaplan (a psychologist) Regularly bullied in school, Billy found solace outside the gates of the Avengers Mansion. One day, Billy encountered the Avenger the Scarlet Witch, who told him to stand his ground the next time it happens. She then touched his head, causing a red light to flash briefly. The flash heals Billy's wounds and a few weeks later he stands up for another kid being bullied, and demonstrates his powers for the first time, but is not fully prepared for their effects. He was one of the Young Avengers chosen as a result of the Vision's plan for the reformation of the Avengers, in the event the team ever disbanded. He originally chose the code name Asgardian, but later changed it to Wiccan. The full extent of his powers are unknown, though they include flight and lightning generation. He can cast spells using a technique learned from \"self-help books\"" owned by fellow Young Avenger Hulkling's mother. By chanting a mantra/statement of intent (for example",,0
7986,"Echo (DC)(06 - Russian)","Isabella Cheranova",,"Sensitive mind powers the receiver in her helmet enabling her to read others' thoughts and intercept sound waves; natural athlete trained in the use of firearms and other weapons.","None entered.",,0
7989,Eddore,Eddore,7989_20090720185250_char.jpg,,"Home world Tront Sector 1419.",,0
8543,"Hawkgirl (DC)(Post Crisis)(01 - Shiera Hall)","Shiera Saunders-Hall",8543_20100714100122_char.jpg,,"None entered.",,0
8712,"Praxis (DC)","Jason Praxis",8712_20081206024832_char.jpg,"In his words: he can mentally control electricity, which means he can control \"anything\"" since all matter contains electrons."","None entered.",,0
9254,"OMAC Unit",,9254_20071116082544_char.jpg,,"None entered.",,0
9300,Rocket-Man,"Shane  Sellers",9300_20100214181045_char.jpg,,"None entered.",,0
9301,"Cowgirl (DC)","Jillian Pearlman",9301_20080417040803_char.jpg,,"None entered.",,0
9302,"Manhunter Unit",,9302_20080415033934_char.jpg,,"Androids created by the Guardians of the Universe. The Manhunters were the first attempt of the Guardians of the Universe to create an interstellar police force that would combat evil all over the cosmos. Their name and much of their code of behavior was modeled by the Guardians of the Universe on the Manhunters of Ma'aleca'andra (Mars) millions of years ago (This creates an apparent chronology problem, since the Manhunters were created many millions of years ago, while the Green Martian race came into existence from the Burning Martians only about 20,000 years ago). For thousands of years, they served the Guardians well. However, the Manhunters became obsessed with the act of \"hunting\"" criminals. Their code",,0
9303,"Jonathan 'Herc' Stone",,9303_20100206180138_char.jpg,,"None entered.",,0
9304,"Susan Jordan",,9304_20150612055547_char.jpg,,"None entered.",,0
9305,"Jane Jordan",,9305_20150612054942_char.jpg,,"None entered.",,0
9306,"Grandmaster (DC)(02 - Hank Henshaw)","Hank Henshaw",,,"None entered.",,0
9307,Wheeler,,,,"None entered.",,0
9533,Fleeter,"Farley Fleeter",9533_20100211174957_char.jpg,"Can mentally control anyone he touches.  He makes them become his \"Madmen\""."","Leader of the menacing Madmen that have been a thorn in the side of the Blue Beetle.",,0
9579,"Hawkman of New Earth (Current Carter Hall)","Carter Hall Search for 'Hawkman of New Earth ( Current",9579_20070115163847_char.jpg,,"Following the death of the previously merged Katar Hol, Carter Hall's soul was transferred to the Well of Souls on Thanagar where he was revived to battle Onimar Synn as a merged version of all previous Hawkmen.",,0
9768,"Mr. ESPer",,,,"None entered.",,0
10855,"Jason Todd",,10855_20090521054325_char.jpg,,"None entered.",,0
12103,"Det. Andy Grubs",,,,"None entered.",,0
12108,"Satanna (DC)","Sara Descarl",12108_20080528005813_char.jpg,,"Satanna was a surgeon who discovered a way to transplant human brains into tigers.  One of her victims she planned to do this procedure with was Shiera.  She was stopped by the Hawks. She return later with Fadeaway Man and made several Manhawks to attack Hawkman with.",,0
12117,"Johnny Warlock (DC)","Johnny Warren",,,"None entered.",,0
12324,"Batman (DC)(Earth-1 - Pre Crisis)","Bruce Wayne",12324_20080331203729_char.jpg,"Being mortal, his powers are his naturally high intelligence and his rigorously trained and toned body. Master of many forms of martial arts as well as Ninja techniques. His personal fortune and Wayne Enterprises allow him to stock many forms of high tech","Having seen his parents killed during a mugging when he was very young, he nursed the desire to do something to keep criminals off the streets of Gotham. As a young man, he began training in gymnastics and later moved to martial arts. He also spent time underground in the criminal world, learning their mind set and methods.  Eventually he decided to create a disguise to protect his own identity and those he cared about. Having fallen down a well as a young child, he came to learn of the bats that lived in the caves under the Wayne property, and was frightened by them. He decided to strike fear into the hearts of his prey by dressing as a giant bat, the Batman.","Anyone he cares deeply for, especially his faithful family retainer, Alfred Pennyworth, as well as his many loves (Vicky Vale, Selina Kyle, etc.) and his numerous proteges (Dick Grayson, Jason Todd, Tim Drake).  He also considers the family of Commissione",0
12487,"Brother Eye (Infinite Crisis)",,,,"None entered.",,0
12492,"Rose O'Hara (Marvel)",,12492_20140525084631_char.jpg,"* Intellect","The old nanny of Wolverine when he was a child. First girl he ever loved. Lived around the 1890's. Rose is the beautiful redheaded Irish girl who lived in the late 19th century and who came to live at the Howlett's mansion after the death of her parents. She was twelve years old when she first arrived and became James Howlett's constant companion. Originally, she became friends with James (Wolverine) Howlett and Dog Logan, a boy who was the son of the groundskeeper of the estate. However, as they aged, Rose and James grew apart from Dog Logan. Dog became more and more aggressive and started having sexual feelings towards Rose. After many unanswered and unwanted advances towards Rose, Dog eventually tried to rape her. The attempt failed but the two incidents caused James' father, John, to fire Dog's father, Thomas Logan. Angered by his being fired, Dog's father broke into the Howlett's property with his son and ordered Dog to keep the Howlett's under gunpoint. The scene escalates and John Howlett is killed by Dog's father. In turn, the young James kills Dog's father and severely wounds Dog. Rose, not knowing what to do, takes James away, leaving the estate. When the police arrive, Dog blames the whole thing on Rose and James. *** ON THE RUN *** After being accused of the murders in the mansion, Rose and James traveled towards James' grandfather, Old Man Howlett. He however refused to help Rose and Logan, after which the pair goes on the run again, eventually traveling to the north of Canada. Eventually they end up in a small mining community deep within Canada where they start a new life. Rose claims James is her cousin named 'Logan' and soon begin to settle in the community. Rose always had a journal by hand in which she had described the events of her life. The two remain in the camp for several years, during which Rose grows up to become a beautiful young woman. James 'Logan' Howlett feels very attracted towards her, but these romantic feelings are not mutual. Eventually, Rose falls in love with Smitty, the camp's foreman. Smitty and Rose make plans to marry and move back to the city. Much to the grief of James. During this time, a ghost from the past reveals itself. Dog Logan, their former childhood friend, had tracked the pair down to the mining community, on strict orders from Old Man Howlett who wanted to make amends with his grandson. However, Dog Logan had different ideas and soon attacked James. During the fight, Rose tries to intervene and, tragically, is stabbed and killed accidentally when she falls onto Logan's extended claws.",,0
14100,"Vashnu (Earth-1)",,,,"None entered.",,0
14101,"Rama Kushna (DC)",,14101_20080727131602_char.jpg,,"Protector and deity of Nanda Parbat.",,0
14666,"Sharon Carter (Marvel)(Ultimate)",,,,"None entered.",,0
15457,"Black Orchid (DC)(03 - Susan 'Suzy' Linden)","Susan 'Suzy' Linden",15457_20081129093114_char.jpg,,"None entered.",,0
17000,"Patricia Grace-Colby",,,,"None entered.",,0
17001,"Ahmed Samsarra",,,,"None entered.",,0
17002,"Oksana Verchenko",,,,"None entered.",,0
17003,"Arthur Kendrick",,,,"None entered.",,0
17004,"Jacob Lee",,,,"None entered.",,0
17005,"Graziella Rea",,,,"None entered.",,0
17006,"Isobel Sanchez",,,,"None entered.",,0
17035,"Thomas 'Red' Bailey",,,,"Former inspector and commissioner of the Opal City Police Department.",,0
17953,"Vapor (DC)","Carrie Donahue",,,"None entered.",,0
18286,"Vision (Marvel)(03 - Jonas)",Jonas,18286_20080111160848_char.jpg,"In his current configuration, the Vision has control over his density, ranging from total intangibility to infrangible hardness (and has demonstrated sufficient fine control of this power to render an opponent unconscious by making his hand partially tang","The Vision began life as the nonsentient armour of time-traveling warlord Kang the Conqueror. When a time-displaced teen-aged variant of Kang came to the 21st century seeking to avoid his future, he wore the armour briefly as Iron Lad, founder and original leader of the Young Avengers. While in his past, Iron Lad downloaded the operating system and memory files of the defunct Vision into his armour. During the battle with Kang, the Vision OS became active and the armour manifested as Vision. This new Vision has elected to remain a member of the Young Avengers.","The Vision experiences debilitating feedback when physically close to Victor Mancha, due to the similarity of their operating systems' code (both are based on the Ultron OS developed by Dr Hank Pym). The same feedback can be caused over long distance by v",0
18511,"Channon Yarrow",,18511_20080122062710_char.jpg,,"Channon begins the series as one of the dancers at a strip club in the Angels 8 district of the city, which is invaded by Spider Jerusalem during the Transient Riots.  Inspired when Spider quells the riots by broadcasting a live bulletin about it directly to the rest of the City via The Word's feedsite, Channon (who turns out to be a journalism student doing a story on stripping) quits the club and is hired by The Word editor Mitchell Royce to be Spider's assistant, a job originally consisting primarily of making sure her boss is supplied with enough brain-enhancing drugs and alcohol to be an effective journalist.",,0
18512,"Mitchell Royce",,18512_20080519064106_char.jpg,,"Spider Jerusalem's editor at The Word.",,0
18621,"Obadiah Stane (Marvel)(Earth-55921)",,18621_20080328093413_char.jpg,,"None entered.",,0
18777,Larvox,,18777_20080727194839_char.jpg,"only able to speak through his ring","Homeworld Sputa (T41A) Sector 17 is an asexual being and fierce warrior",,0
19088,"Salamanca (DC)",,,"Sorcerous control over the elements can leave her body as an astral form for three hours.","None entered.",,0
19140,Mayko,Mayko,19140_20080225134707_char.jpg,,"Mayko is a resident of Snowtown of Vietnamese descent.  She runs the Idiot's Bar, left to her by her father.",,0
19141,"Lt. Beard",,19141_20080225134701_char.jpg,,"None entered.",,0
19143,"Violet (Fell)",Violet,19143_20080225134724_char.jpg,,"Lt. Beard's secretary in the Snowtown PD (Moon Street Station).  Her husband recently left her for the dog.",,0
19777,"Lok Neboora",,19777_20080728072438_char.jpg,"Green Lantern ring.","Sector: 3014.",,0
19778,"Barreer Wot",,19778_20150415083259_char.jpg,"Green Lantern ring.","Sector: 3014.",,0
19779,B'dg,,19779_20080728050429_char.jpg,"Green Lantern ring.","Sector: 1014.",,0
19780,Grumb,,19780_20080728062533_char.jpg,"Green Lantern ring.","Sector: 1198.",,0
22870,"Maxi-Man (DC) (02)",,,,"None entered.",,0
23638,"Lorna Hill (Post-Crisis)",,,,"None entered.",,0
23815,"Reece Wheeler",,,,"None entered.",,0
24039,"Margaret Thatcher",,,,"Prime Minister of Great Britain from 1979-1990 and one of the leaders of the Conservative Party.",,0
24113,"Brokk (DC)",,24113_20080728050044_char.jpg,,"None entered.",,0
24330,"Chief Branner",,,,"None entered.",,0
24472,"David Li",,,,"None entered.",,0
25120,"Arion (02)","Bill Knightley",,"Magical abilities.","None entered.",,0
25301,"Mr. Shepherd",,25301_20100703152052_char.jpg,,"None entered.",,0
25325,Lono,,25325_20100703203054_char.jpg,,"None entered.",,0
25335,"Louis 'Loop' Hughes",,25335_20100703153710_char.jpg,,"None entered.",,0
26122,"Face (DC), The (01 - Sandman villain)",,,,"None entered.",,0
26123,"Nobody (DC)",,,,"None entered.",,0
27098,"Michael Jones",,,,"None entered.",,0
27099,"Jeronimus Corneliszoon",,,,"None entered.",,0
27100,"Robina Shiva",,,,"None entered.",,0
27101,"Angela Josephine Nigh",,,,"None entered.",,0
27102,"Filthy Sanchez",,,,"None entered.",,0
27103,"Col. G. G. Nigh",,,,"None entered.",,0
27104,"Emily Crowe",,,,"None entered.",,0
30071,"Oscar Fingal O'Flahertie Wills Wilde",,30071_20090513005148_char.jpg,,"None entered.",,0
30297,"Elizabeth Hudson Howlett",,30297_20140525084905_char.jpg,"* Insanely Rich","Mother of James Howlett, better known as the man who would some day become Wolverine. *** ORIGIN *** Elizabeth Howlett was married to John Howlett Sr. and in doing so became a wealthy land owner in Alberta, Canada. Elizabeth Howlett is the mother of James Howlett, who eventually becomes better known as Wolverine and John Howlett Jr. *** DEATH OF A FAMILY *** Her first born son, John Howlett Jr., would have died under strange circumstances. This had a huge impact on Elizabeth and her relation with her husband John Senior. Elizabeth would not often leave her own room, much less leave the mansion or talk to her other son James. She remained secluded as it was believed around the house that she suffered from some form of mental illness. It was known to some people that Elizabeth had an affair with their groundskeeper of the estate, Thomas Logan. It was later revealed that Elizabeth had huge claw-like scars on her body. How this happened was not revealed, but it most likely had something to do with the circumstances of the death of her first son. On the night of her husband's murder and the subsequent killing of her lover Thomas Logan, Elizabeth, calls her son a freak and throws him out of the house, and commits suicide using a shotgun.",,0
31653,"Hook (DC)(01 - Deadman villain)","Roy Martin Matson",,,"None entered.",,0
32527,"James 'Jimmie' Woo (Marvel)(Ultimate)",,,,"None entered.",,0
34699,"Cursitor Doom",,,,"aka Septimus Drood, Amadeus Wolf",,0
34701,"Janus Stark",,,,"aka Jonas Clark",,0
35819,"Dog Logan (Marvel)",,35819_20091006182022_char.jpg,"* Agility * Tracking * Unarmed Combat A formidable hand-to-hand combatant, very strong and a skilled tracker.","The son of Thomas Logan. Because of the abuse he endures at the hand of his father, he, too, becomes an abusive, hate-filled person. Originally, he was somewhat a friend to James Howlett when he was young and frail. However, as he ages, he becomes more and more aggresive. He tries to rape Rose, a girl who cares for James, and then kills James's pet dog. Because of these two incidents, James's father, John, fires Dog's father, Thomas Logan. In a drunken fit, Thomas Logan breaks into the Howlett's property with his son. Thomas kills John Howlett, and in turn, James kills Logan. Rose, not knowing what to do, takes James away, leaving Dog alone. When the police arrive, Dog blames the whole thing on Rose and James. Dog is adopted by Howlett, Senior. Later, on his deathbed, Howlett wishes to make amends with his grandson, James. He sends Dog to find him. Dog tracks him so well even after so many years that it seems his tracking skills are not altogether human. Dog tries to kill Rose and James, but James kills him.","Despite his vast above average strenght and tracking abilities, he still has weaknesses like an ordinary human.",0
36265,"Thomas Logan (Marvel)",,36265_20101219071909_char.jpg,,"Worked on the Howlett estate as groundkeeper. Often abused his son Dog, he may also be James Howlett's (Wolverine) real father after having a long affair with his mother. *** ORIGIN *** Thomas Logan is an abusive father who beats his son, nicknamed 'Dog, as often as look at him. Logan drank at all hours of the day and cursed at everyone he saw. He is the Howlett's groundskeeper. It is also found out that he is having an affair with Elizabeth Howlett. It is strongly implied that Logan is the father of James Howlett who eventually becomes better known as Wolverine. After a few mishaps involving Dog, John Howlett fires Thomas Logan. Thomas then breaks in to the Howlett's home and tries to convince Elizabeth to run away with him while at the same time robbing the estate. John interrupts, and the two begin to fight. Thomas shoots John in the head. James sees it and kills Thomas.",,0
36266,"Old Man Howlett (Marvel)",Howlett,36266_20140524184108_char.jpg,"* Insanely Rich * Intellect","'Old Man' Howlett is the father of John Howlett, Sr. and the grandfather of James Howlett (aka Wolverine). Self-made millionaire made a fortune in copper-ore. The man known as \"Old Man Howlett\"" is the father of John Howlett",,0
36267,"Mrs.  Hopkins (Marvel)",,36267_20140524183827_char.jpg,,"Mrs. Hopkins was the housekeeper at the Howlett Estate.  She was responsible for bringing Rose into the household to care for James Howlett after her parents were killed by the flu. Mrs. Hopkins was the loyal housekeeper in the Howlett's household in the late 19th century. She was very strickt, but befriended Rose and the young James Howlett (Wolverine) somewhat. She was witness to the murder of fellow employee mister Kenneth. How she spent the rest of her life has not been revealed.",,0
36268,"Mr. Kenneth (Marvel)(Origin)",Kenneth,36268_20140524183249_char.jpg,,"Mister Kenneth was a man whom lived in the late 19th century and was one of John Howlett's most trusted workers at his home in Alberta, Canada. Mister Kenneth worked as a handy-man on the estate and was also a good friend to both young Rose and the young James Howlett (whom became known as Wolverine in later years). Unfortunately, Kenneth was killed by a blow to the back of his head by Thomas Logan when he and his son tried to rob the Howlett estate.",,0
36270,"Smitty (Marvel)",Smith,36270_20140524190111_char.jpg,"* Leadership * Unarmed Combat","Head of the stone quary where James and Rose stay at. Smitty falls in love with Rose. *** ORIGIN *** The well-traveled foreman of the stone quary where James Howlett and Rose eventually end up. Smitty is a harsh man, but fair. The foreman seems to be a very fair man, but he's ever so gruff. It's told he was once a merchant sailor, but that he came here to run the camp after his father died. He looks like he has a piece of every corner of the world written in the lines on his face. He befriends James and Rose, eventually becoming engaged to Rose, who dies tragically before the two can wed. He was also a future idol to 'Logan' ref. James Howlett (Wolverine).",,0
36271,"Cookie Malone",,36271_20140524193050_char.jpg,"* Unarmed Combat","Cookie Malone is a Canadian cook who lived in the same mining camp as a young Wolverine. He is featured in the Origin series. After Rose and Logan arrived at the Alberta mining camp (where they were taking refuge after fleeing Logan's childhood home), Logan soon met Cookie Malone, an overweight cook who was being accused of keeping extra rations for himself while leaving the rest of the camp hungry.  These accusations of selfishness became apparently well-founded when,  in two different points of the series, he is shown to be robbing people's homes. Logan first ran into Cookie as a teenager.  Logan was having trouble handling a cart full of stone after its wheel hit a bump in the downhill road he was on.  Cookie ran up the hill to help him, only to turn on him and dump the stones over the side of the hill.  Logan and Cookie would have more confrontations, with Cookie bullying a submissive Logan. Eventually, Logan became very popular at the camp and Cookie was jealous of the attention.  To get back at Logan, he cut the dynamite fuses short.  This resulted in the tragic deaths of some workers, not including Logan.  Logan was trapped under the rubble, but survived due to his healing factor.  During the funeral for the workers who weren't as fortunate as Logan, the Canucklehead himself caught Cookie robbing a home in the camp.  This was the first time Logan was violent towards Cookie, and from here the tables turned. At the end of the Origin series, there is a cage fight tournament at the local pub and both Cookie and Logan enter.  They meet each other in the semi-finals and, aided by a crooked gambler, Cookie opens the bout with a metal-knuckled punch to Logan's head.  Cookie taunted Logan and was then beaten relentlessly, with Logan only barely sparing Cookie's life.",,0
40892,"Tiny (DC)",,,,"None entered.",,0
40893,"Cleveland Brand",,,,"None entered.",,0
42235,"Spider (Fleetway)","Alfred Chinard",42235_20110412145545_char.jpg,,"aka Arthur O'Pod",,0
42236,"Captain Hurricane",,,,"None entered.",,0
42237,"Charles Frederick Peace",,,,"None entered.",,0
42238,"Danny (Albion)","Danny Doom",,,"None entered.",,0
42239,"Joseph Carey Merrick",,,,"None entered.",,0
42240,"Grimly Feendish","Grymleigh Gartside Fiendstein",,,"None entered.",,0
42241,Faceache,"Frederick Akely",,,"aka Ricky Rubberneck",,0
42243,"Tim Kelly",,,,"aka Kelly's Eye",,0
42244,"Dr. Ratty Rat",,,,"None entered.",,0
