CreatorID,CreatorName,CreatorPicture,CreatorBiography,CreatorDOB,ComicID,CreatorBirthplace
292,"Alex Ross",1/5/292_20051003024042_creator.jpg,"Looking back, it makes perfect sense that Alex Ross would become one of the world's most pre-eminent and well-respected comic book artists. It's a job he's been preparing for nearly all his life. Born in Portland, Oregon, and raised in Lubbock, Texas, Alex made his artistic debut at three when, according to his mother, he grabbed a piece of paper and drew the contents of a television commercial he'd seen moments before. Ross came from an artistic family: his mother was a commercial artist and his grandfather, he recalls, \built working wooden toys and loved drawing.\ When Ross discovered Spider-Man on an episode of The Electric Company, his life was changed forever. \I just fell in love with the notion that there were colorful characters like this, performing good, sometimes fantastic deeds,\ Ross says. \I guess I knew this was what I wanted to do. I wanted to bring these characters to life.\ Some cynics might confuse this attitude with escapism. For Ross, it's just the opposite. \It?s a fun environment to be in,\ he admits. \Superheroes are a mixture of every form of fiction—myth , science-fiction, mystery and magic—all in one giant pot. The best characters embody virtues we may try to find in ourselves.\ Ross is quick to credit his father Clark, a minister, with laying the moral framework that allowed him to appreciate the routinely good deeds performed by the likes of Superman and Spider-Man. \My dad has given aid—physical aid, not just financial—to a number of charities and causes. He's helped at homeless shelters. He used to run a children's shelter in Lubbock. There was a positive effect to being around him, and his actions tied into what the superhero comics were teaching me. Superheroes aren't heroes because they're strong; they're heroes because they perform acts that look beyond themselves.\ As he edged towards adulthood, Ross began reading comics and taking his draftsmanship seriously, admiring the work of comic book illustrators George Perez and Berni Wrightson in particular. \They were at opposite ends of the spectrum,\ Ross recalls. Wrightson, probably best known as the co-creator of Swamp Thing, \used a lot of delicate lines to delineate shadow and tone. There weren't a lot of comic book artists employing shadows back then. Pérez, on the other hand, had a very attractive, open style with open contour lines and very little shadow. When I was 12, I would imitate Pérez's style when I drew superheroes and Wrightson;s style when I was doing 'serious' work. I realized there was no one way to go.\ This philosophy became especially true when Ross discovered such illustrators as Andrew Loomis and the great Norman Rockwell. \I idealized people like Rockwell, who drew in that photorealistic style,\ Ross says. \When I was 16 or so, I said to myself, 'I want to see that in a comic book!'\ Even as a young man, however, Ross knew \there was no satisfaction in basing my style upon the work of someone else.\ So, while his friends were exploring the uncharted territories of adolescence, Ross devoted his time to becoming a draftsman, with the long-term goal of making people believe a man could fly. \High school can be a chaotic time,\ he says. \Through my art and through what these characters represented, I found a sense of order that I wanted to apply to my life. It's not that I wasn't interested in dating or socializing. It's just that part of me didn't want to let go of the colorful characters I'd loved for so long.\ At the age of 17, Ross went to Chicago and began studying painting at the American Academy of Art, the school where his mother had studied. \My time at the Academy was really valuable,\ he recalls. \I learned where I was as an artist and what kind of discipline I'd already learned. Here I was, drawing from a model for the first time and realizing I could represent the model. Not everyone in the class could do that. It was important to make that discovery.\ Studying at the Academy also allowed Ross to examine fine art in greater depth. \Salvador Dali wound up being a big influence, actually,\ he says. \He had a vivid imagination and a hyper-realistic quality that wasn't so far removed from comic books. I began to study the classic American illustrators like Rockwell, J. C. Leyendecker. I've been called 'The Norman Rockwell of comics' more than a hundred times. I'm not going to suggest I?m on the same level as Rockwell, but attempting that sort of realism in my work has always been part of my approach.\ It was at the Academy that Ross hit on the idea of painting his own comic books. \There wasn't any moment where I saw the light and said, 'Painted comics! That's the way!'\ he recalls. \It was a by-product of my studies. There wasn't any program that taught me to ink a comic book. There were programs that taught me to paint. I just naturally thought, 'Well, of course I'm going to apply that to comics.' There were also enough painted comics out there—not a lot, but a few—that made me think that talent could be applied.\ There was also, Ross admits, a sense of wish fulfillment involved. \Hopefully by painting the work, you gain a sense of life and believability that will draw the reader in a little more. You can use color and light and shadow and live models to give the work a certain realism. It might be easier to relate to a character if you look at it and say, 'Here's an actor portraying someone. Here's something that looks real.' I thought it would draw people in and maybe add to their enjoyment of the work. There's also a part of me that likes to speculate: 'What if they made a movie about this character?' I realize some of my favorite characters will never get the movie treatment, so it's up to me to present them in a lifelike fashion, to make the movie that would otherwise never get made.\ After three years at the American Academy, Ross graduated and took a job at an advertising agency. Meanwhile, Marvel Comics editor Kurt Busiek had seen Alex's work and suggested the two men collaborate on a story. Those plans came to fruition in 1993 with Marvels , a graphic novel that took a realistic look at Marvel superheroes by presenting them from the point of view of an ordinary man. The book landed Ross his first serious media exposure, both within the industry and outside it. Fans appreciated that Ross had an obvious affection for the characters he painted, demonstrated by his attention to detail and the fact that he took the time to make these characters look so believable. Ross followed up Marvels with Kingdom Come , a futuristic story for DC Comics about a minister who must intercede in a superhero Civil War. It was a visual feast, filled with surprise cameos, in-jokes and a main character based on Ross' father, allowing Ross to publicly acknowledge his family's influence. Having established himself creatively and financially with superhero projects, Ross turned to the real world with Uncle Sam , a 96-page story that took a hard look at the dark side of American history. Like Marvels and Kingdom Come , the individual issues of Uncle Sam were collected into a single volume—first in hardcover, then in paperback—and remain in print today. Ross' recent works have celebrated the 60th anniversaries of Superman, Batman, Captain Marvel and Wonder Woman with fully painted, tabloid-sized books, depicting each of these characters using their powers to inspire humanity as well as help them. \I do the gigs I do because I care about the material,\ he says. \In some cases, it's because I like the character. In some cases, I have a vision in my head of something I must do. It all involves artistic expression. If I can't get into the work on some artistic level, I can't do it.\ In recent years, Ross has applied his artistic skills to outside projects with comic book roots, including a limited-edition promotional poster for the 2002 Academy Awards. A number of items created especially for the Warner Bros. Studio Stores —including lithographs, collector's plates and even a canvas painting of Superman—made him the best-selling artist in the chain's history. In the fall of 2001, Ross painted a series of four interlocking covers for TV Guide (featuring characters from the WB series Smallville ) and designed and sculpted a series of busts based on characters he created for the Marvel series Earth X. \Designing the statues,\ Ross explains, \was a case where I said, 'Hey, I know I can do this, and before somebody else does it—maybe differently from the way I would like it done—I can sculpt some of the characters for which I?m well-known and make sure they look the way I want them to look.'  My comics work notwithstanding, I prefer not having to rely on the labors or plans of others. For the fans' sake as well as for my own, I want to take full responsibility for the projects that bear my name.\ Forty years ago, Spider-Man learned that with great power comes great responsibility. Looking at Alex Ross, it's obvious the lesson took. Ross' career offers another important message: follow your dream. Actually, it's not far from the sort of message you might find in one of his stories. This entry uses material derived in whole or in part from alexrossart.com","January 22, 1970",0,"Portland, Oregon, U.S."
309,"Andy Lanning",,"None entered.",,0,
319,"Dick Giordano",319_20060628172853_creator.jpg,"When one mentions the legends that have shaped the history of the comics industry, rest assured that high on that list will be the name of Dick Giordano. Giordano has been active in the comics field since 1951 and credits his major artistic influences as Stan Drake, Alex Raymond and Hal Foster. As a freelance artist, Dick began his career at the Jerry Iger Studio working on Shenna for Fiction House. In the years that followed, Giordano worked his pencil and ink magic for a variety of publishers including Charlton Comics, DC Comics, Marvel Comics, Dell, American Comics, Valiant, Treasure Chest and Junior Life. In addition to his considerable freelance contributions, Giordano has acted as Editor-In-Chief for Charlton Comics, during which he oversaw the creation of their most memorable characters including such classics as The Blue Beetle and Captain Atom. As Executive Editorial Director of DC Comics, Dick was the guiding force behind such award-winning series as Alan Moore’s WATCHMEN, Frank Miller’s DARK KNIGHT RETURNS and many, many more revolutionary concepts. His creative vision at DC Comics resulted in raising the bar for creativity throughout the entire comics industry. Dick Giordano has also been responsible for launching two successful ad-art companies, namely the legendary Continuity Associates (with partner Neal Adams) and Dik-Art, Inc., of which he continues to manage to this day. With his fellow Floridian and former pupil, Bob Layton, Dick has lent his considerable penciling skills to several co-authored projects such as BATMAN: DARK KNIGHT of the ROUND TABLE, BATMAN: HOLLYWOOD KNIGHT, and the six-issue miniseries THE L.A.W. for DC Comics which reunited Dick with his Charlton characters. In recent years, Dick Giordano, along with creative partners Bob Layton and David Michelinie, formed FUTURE ENTERTAINMENT, a multi-media company. Most recently, Dick completed the art for a graphic adaptation of the classic, Moby Dick as well as his literary contributions to a biography of his fascinating career as told by author Michael Eury. This entertaining look at this legend, who has shaped the history of the comics industry, is currently available from The Two Morrows publishing company.","July 20, 1932",0,"New York City"
321,"Matthew Dow Smith - 'Matt Smith, Matthew Smith'",321_20080425072230_creator.jpg,"None entered.",,0,
339,"Kevin Dooley",,"None entered.","January 7, 1953",0,"New York"
342,Comicraft,,"None entered.",,0,
360,"Bob Lappan",,"None entered.","April 1, 1951",0,
364,"Bill Willingham",364_20061128093905_creator.jpg,"In the late 1970s to early 1980s he drew fantasy ink pictures for the Dungeons & Dragons Basic and Expert game rulebooks. He first gained attention for his 1980s comic book series Elementals published by Comico, which he both wrote and drew. However, for reasons unknown, the series had trouble maintaining an original schedule, and Willingham's position in the industry remained spotty for many years. He contributed stories to Green Lantern and started his own independent, black-and-white comics series Coventry which lasted only 3 issues. He also produced the pornographic series Ironwood for Eros Comix. In the late 1990s Willingham reestablished himself as a prolific writer. He produced the 13-issue Pantheon for Lone Star Press and wrote a pair of short novels about the modern adventures of the hero Beowulf, published by the writer's collective, Clockwork Storybook, of which Willingham was a founding member. In the early 2000s he began writing extensively for DC Comics, including the limited series Proposition Player, a pair of limited series about the Greek witch Thessaly from The Sandman, and most notably the popular series Fables.","December 1956",0,"Fort Belvoir, Virginia"
379,"Jesús Merino",,"None entered.",,0,
380,"W. Moose Baumann",,"None entered.",,0,
388,"Dexter Vines",388_20060412050721_creator.jpg,"None entered.",,0,
391,"Peter Steigerwald",,"None entered.",,0,
394,"José Villarrubia - 'José Antonio Villarrubia Jimenez-Momediano'",394_20140131081705_creator.jpg,"José Villarrubia is a Spanish artist and art teacher who has done considerable work in the American comic book industry, particularly as a colorist. With writer Alan Moore, he has produced two illustrated books, both published by Top Shelf Productions: Voice of the Fire and The Mirror of Love. He won the 2011 Harvey Award for best colorist for his work on Cuba: My Revolution.","November 17th, 1961",0,"Madrid, Spain"
425,"Phil Jimenez",425_20060504170317_creator.jpg,"None entered.",,0,
428,"Greg Rucka",428_20170429224208_creator.jpg,"None entered.","November 29th, 1969",0,"San Fransisco, CA,  USA"
447,"Heroic Age",,"None entered.",,0,
454,"Chris Chuckry",,"None entered.",,0,
463,"Digital Chameleon",,"Coloring and inking company, in business from 1991-2003, based in Winnipeg, Manitoba, Canada. It was formed by Christopher Chuckry and Lovern Kindzierski with partners: Ed Beddome, Tim Riddoch and Dick Thomas. Colorists at Digital Chameleon included Kindzierski, Laurie E. Smith, George Freeman, Bernie Mireault, and Carla Feeney.",1991,0,"Winnipeg, Manitoba, Canada"
475,"Rags Morales - 'Ralph Morales'",475_20070322155858_creator.jpg,"Ralph \Rags\ Morales started his DC career working on comics based on TSR's role-playing games such as Advanced Dungeons and Dragons. His first super-hero series was the Black Condor. Since then, he has worked on most of DC's major heroes including a long run on JSA and Hawkman, which served as warmups to Identity Crisis. More recent titles include Nightwing, Superman/Batman, and First Wave. He is currently working on the relaunch of ACTION COMICS with Grant Morrison.",,0,
476,"Michael Bair - 'Michael A. Hernandez'",476_20070706152700_creator.jpg,"Michael Bair came into the comic business in 1981, first gaining attention for his pencil work on Eclipse Comics' Aztec Ace series. Michael continued penciling until 1989's Catwoman miniseries. He illustrated Marvel's Hellstorm, Spider-Man/Dr. Strange, Alpha Flight, Ghost Raider, X-Men  and Harris comics' Vampirella before settling in at DC, primarily as an inker. Michael makes his home in Brooklyn.",,0,
494,"Mark Morales",494_20060905081534_creator.jpg,"Mark Morales is -not- Rags Morales.",,0,
511,"Bob Wiacek",511_20060911213510_creator.jpg,"None entered.","January 7, 1953",0,
519,"Vincent A. 'Vin' Sullivan",,"None entered.",1911,0,
520,"Kevin Maguire",520_20060929112309_creator.jpg,"None entered.","September 9, 1960",0,
528,"Wildstorm FX",,"None entered.",,0,
541,"Guy Major",,"None entered.","October 15, 1973",0,"Pontiac, Illinois"
543,"David Baron",,"None entered.",,0,
581,"Sno-Cone Studios",,"None entered.",,0,
596,"Oscar Gongora - 'Comicraft/OG'",,"None entered.","November 4, 1976",0,Guatemala
597,"Stuart Moore",,"None entered.",,0,
607,"Stephen Sadowski - 'Steve'",,"None entered.",,0,
646,"Stephanie Moore",,"None entered.",,0,
688,"Nathan Eyring",,"None entered.",,0,
689,"Julie Rottenberg",,"None entered.",,0,
690,"Jerome K. Moore",,"None entered.",,0,
691,"Keith P. Aiken",,"None entered.",,0,
692,"Ray Kryssing",,"None entered.",,0,
703,"John McCrea",703_20061113175104_creator.jpg,"I was born in Belfast in 1966. All I ever wanted to do was draw: specifically comics. From my primary school days drawing the Bionic Emu to secondary school where I drew nothing but second rate Marvel and John Byrne rip-offs (the Bulk was a good one!) my parents despaired that I would be an out-of-work no-hoper. I persevered, and in the midst of dropping out of a degree in Art and Design in Belfast, I hawked my steadily maturing work around the UK comic conventions and the British comic editors: at 2000 AD, and British Marvel. My first real professional job was on cartoon adaptation the Centurions (many thanks go to Mike Butcher) where some of my beautiful faces were, for some reason, pasted over for publication. They also paid me a pittance. More work soon followed on Action Force (British GI Joe), BLAAAM!, and I eventually got my way into 2000 AD, drawing a few Future Shocks stories. The big break came in 1988, when Garth Ennis (then 18 years old) wrote 'Troubled Souls', and a Northern Irish artist was required. It was me or Will Simpson. I got the job, and a productive partnership was born that has lasted more than 10 years so far. With Garth I've since done For a Few Troubles More, Judge Dredd, the Demon and 'Hitman', to name a few. He also let me get my hands on his Dicks and Chopper. Garth and I have created some fantastic comic characters over the years, but the greatest must be SECTION 8, that misfit band of superheroes from Gotham: Sixpack, Dogwelder (created by Steve Dillon), Bueno Excellente, Shakes, the Defenestrator, Jean de Baton-Baton, Phlegm-gem, and Friendly Fire. I am reliably informed that the action figures of said heroes are not on the way soon. I've been fortunate to work with other talented writers including Alan Grant, Doselle Young, Mark Millar, WarrenEllis and Ron Zimmerman. Now working mainly for D.C. Comics and Marvel. I am a lucky man whose job is the thing he loves. I live in Birmingham, England in a house.",1966,0,Belfast
713,"Walden Wong",,"None entered.",,0,
715,"John Livesay",,"None entered.",,0,
731,"Jesús Saiz",,"Name pronounced approximately \CHAY-sooss sighs ['ch' pronounced like 'ch' in 'Chanukah', and final letter in Saiz pronounced like 's,' not 'z']\",,0,
734,"Joan Hilty",734_20070706150134_creator.jpg,"None entered.",,0,
756,"Pornsak Pichetshote",,"PORNSAK PICHETSHOTE is an associate editor at Vertigo Comics, DC Comics' mature readers imprint. In that capacity, he's worked with such esteemed creators as Darren Aronofsky, Grant Morrison, Peter Milligan, Rick Veitch, and Dave Gibbons, amongst many others. He's also the editor on such books as The Losers, Swamp Thing, and Crossing Midnight. Before getting into comics, he worked as a short story writer and has directed two short films, both of which have gone on to receive awards on the festival circuit. His original feature screenplay, Widescreen, USA, beat out over 7,000 others to make it to Project: Greenlight's Top 250.",,0,
779,"Geofrey ''Geof'' Darrow",779_20060908151101_creator.jpg,"None entered.",,0,
858,"Howard Porter",858_20060105111033_creator.jpg,"Howard Porter is a comic book artist from southern Connecticut. He graduated from Paier College of Art in Connecticut where he majored in illustration. One of his teachers there was Frank McLaughlin. McLaughlin also worked as a comic book inker and he began to give Porter work assisting him in his inking jobs which led Porter to assist other inkers and eventually find work for himself in the industry. Porter eventually became a penciller, and his first major run on a title came with DC Comics' The Ray Vol. 2 (1994-1995), where he worked with writer Christopher Priest. Shortly afterward, Porter worked on DC's summer 1995 crossover event Underworld Unleashed, with writer Mark Waid, followed by the Justice League of America relaunch, JLA (1997-2000), with writer Grant Morrison and inker John Dell. Porter temporarily left comics to work in banking, doing graphic design work for Credit Suisse First Boston. He left that job in 2003 to open an artists' studio with comics artist Ron Garney. Porter returned to comics that year with a six-issue run of Marvel Comics' Fantastic Four, reuniting with writer Waid. In July 2004, Porter signed a two-year exclusive contract with DC, and began as regular penciller of The Flash, with writer Geoff Johns and inker John Livesay. In 2006, DC announced Porter would pencil the limited series The Trials of Shazam!, collaborating with writer Judd Winick.",,0,
910,"Steve Mitchell",,"None entered.",,0,
949,"Josue Rivera - 'Justiniano'",949_20061110160528_creator.jpg,"None entered.","1 November 1972",0,"New York, New York"
968,"Ron Wagner",,"None entered.",,0,
969,"Jose Omar Ladrönn - 'Ladrönn / J.O. Ladrönn'",969_20060911221312_creator.jpg,"J.O. Ladrönn has done some projects for DC and Marvel in cooperation with Randy and Jean-Marc Lofficier in the mid 1990s. His first comicbook work was published in Marvel's 1997 comicbook Shadows & Light #1. That same year he also penciled 'Spider-Boy Team-Up' #1 for Amalgam Comics (a joint venture between Marvel and DC) and Moebius Comics #5 for Caliber Press. Ladrönn illustrated the first three issues of the 'Inhumans' miniseries in cooperation with Carlos Pachero at Marvel in 2000. He drew the comic 'Hip Flask', collaborating with Richard Starkings and Joe Casey. He has also drawn 'Fantasic Four', as well as several covers for DC, Dark Horse and Black Coat Press. In 2004, he did a story for Metal Hurlant with a script by Alejandro Jodorowsky ('Tears of Gold').",,0,Mexico
971,"Hi-Fi Colour Design",971_20060329000414_signature.jpg,"Hi-Fi color design is a digital color studio founded in 1998 by colorist Brian Miller.  Hi-Fi provides digital color for comic books, toys, video games, and animation.",,0,
973,"Cliff Richards",,"None entered.",1964,0,"Belo Horizonte - MG, Brazil"
979,"Lary Stucker",,"None entered.",,0,
982,"Drew Geraci",982_20070117124928_creator.jpg,"20-year veteran inker. Worked for all the major publishers. Avengers, Batman, Captain America, Final Crisis, Infinite Crisis, Iron Man, Superman, Wonder Woman,Young Avengers. Latest work will be Future's End by DC, beginning with #8.",,0,
983,"Matt Haley",,"First gaining notice with his work on Dark Horse's popular GHOST comic, Haley has become known for his depictions of powerful women and dynamic storytelling.",,0,
985,"Nick Cardy",985_20060912061431_creator.jpg,"Nicholas Viscardi worked in the Iger/Eisner studio doing Fight Comics, Jungle Comics, Kaanga Comics for Fiction House. For Will Eisner, Viscardi drew the Lady Luck strip in the Spirit newspaper sections. Many Lady Luck stories by Chuck Mazoujian and Viscardi were credited to Ford Davis, a fictional name. In her article in the Lady Luck volume 2 reprint book, Cat Yronwode noted that somewhere in his stories Viscardi would have a subtle NV. Nick Viscardi was the first artist to draw Senorita Rio, in Fight Comics 19. Viscardi left comics to serve in World War II as a tank driver and was awarded 2 Purple Hearts. In the 1950's, as Nick Cardy, he drew the Tarzan comic strip and later worked for DC National Comics drawing 2 short lived series, The Legends of Daniel Boone and the jungle adventure, Congo Bill and stories for varied titles including House of Mystery and Gang Busters. For Standard Comics, he drew many horror and romance comics. Following those series, Cardy enjoyed a long tenure drawing 40+ issues of Aquaman, where he designed Mera and Ocean Master. With Carmine Infantino becoming publisher of DC Comics, Cardy gained more creative freedom which was most evident on the Aquaman covers. Cardy also handled most of the artwork (drawing and/or inking) for the first 42 issues of the Teen Titans among other comics stories. As the Teen Titans grew into adulthood, Cardy designed Wonder Girl's new look. On the cover of Teen Titans 23, Wonder Girl's sandals and pigtail were replaced by beads, boots and a new hairdo. Back off, tigers!! Along with the Teen Titans, Cardy found time to draw the short lived western series, Bat Lash. Even today, the combination of great stories, beautiful women and cartoonish villains makes Bat Lash a cult favorite. Cardy wrote as well as drew Bat Lash 2. After the Teen Titans, Cardy worked on Marvel Comics' Crazy Magazine and was the primary cover artist for DC from the early to mid 1970's. Cardy drew many, many covers including Superman, Action Comics, The Brave and the Bold, Batman, Flash, Ghosts, Witching Hour, Secret Origins, Jimmy Olsen, World's Finest and the various 100 Page Giant comics. During the late 1960's, Nick helped childhood friend, Al Plastino on the Batman syndicated strip. After finally leaving comics, Cardy moved on to illustrating advertising art and movie posters. Cardy worked on posters for \Apocalypse Now\, \Movie, Movie\, \California Suite\, \The Street Fighter\, \The Night They Robbed Big Bertha's\, and \Casey's Shadow\. Throughout his comics career, Cardy always handled the penciling and inking of the artwork. This is unique, occasionally during the 1950's and even more in the 1960's, artwork was usually divided between an artist who started the art in pencil and another artist who completed the art in ink. Although his drawing style changed over the years, Cardy consistently delivered artwork featuring great composition, rendering and story telling. Cardy's renditions of gorgeous female characters became one aspect of his still singular drawing style. Cardy was skilled at drawing western, jungle, crime and super-hero adventures as drawing romance, science fiction, humor and horror. Had Cardy been drawing Superman or Batman on a regular basis, he would be widely considered one of the greatest comic artists. In any case, Congo Bill, Aquaman and Teen Titans are some of the most sought after comics series. Although Nick Cardy was not as well known as some of his contemporaries, his artwork is respected and admired by those contemporaries. Cardy's cult following includes many of today's comic writers and artists. Find those Cardy comics and join the club!","October 20th, 1920",0,
998,"Mark Pajarillo",,"None entered.",,0,
999,"Antony J.L. Bedard - 'Tony Bedard'",999_20081003133137_creator.jpg,"None entered.",,0,
1000,"Ed Benes",1000_20070826223113_creator.jpg,"None entered.",,0,
1001,"Dan DiDio",1001_20070228064908_creator.jpg,"None entered.",,0,
1004,"Steven Harvey Firchow - 'Steve Firchow'",,"None entered.",6/30/1966,0,"Lae, New Guinea"
1005,"Jann Jones",1005_20070228065116_creator.jpg,"None entered.","May 5",0,
1028,"John G. Roshell - 'JG'",1028_20080606132636_creator.jpg,"None entered.","April 1970",0,"Northern California"
1145,"Dick Dillin",,"None entered.","17 December 1929",0,"Watertown, New York"
1540,"Saida Temofonte - 'Comicraft/ST'",,"None entered.","December 19, 1970",0,"Rome, Italy"
1561,"Zachary Rau",,"None entered.",,0,
1651,"Aubrey Sitterson",1651_20060929091924_creator.jpg,"None entered.",,0,
1718,NJQ,,"None entered.",,0,
1849,"Mike Raicht",,"None entered.",,0,
2197,"Michael Atiyeh",2197_20131105215516_creator.jpg,"None entered.",,0,
2300,"Sol Brodsky",,"None entered.",1923,0,
2437,"David Meikis",,"None entered.",,0,
2696,"Jay Leisten",,"None entered.","January 19th, 1976",0,"Louisville, Kentucky, USA"
14257,"Jenette Kahn",,"None entered.",,0,
